1,5902,32907,31537,38918,32821,46022,31027,47749,11998,39252,43432,4144,14648,35886,1945,21294,39607,42339,24316,40887,22322,46612,21755,38097,17696,39639,41170,50147,51486,28964,16927,42196,36351,1605,19076,43401,5569,39882,39852,10483,47915,2558,10295,29176,37382,46821,19070,35463,19745,26403,27725,29997,3180,36224,18728,47063,45323,40273,27768,44201,37568,32637,4739,41632,9541,9858,41601,39401,19470,43378,44116,48462,32107,21821,9640,9307,14784,18768,41535,22360,
2,1605,1605,2558,1945,3180,1605,1945,2558,573,9803,2432,1547,1069,3145,3354,643,4240,1344,4783,5057,2423,1335,11100,2886,330,1819,1940,4329,3128,7334,6448,785,314,496,1432,2845,1247,1901,598,3592,1140,34722,5623,22180,5091,33723,289,36832,14031,9229,16650,13840,1052,1473,5566,10654,9280,1085,3429,2572,5406,353,11745,12630,3160,16243,34454,17449,3611,3535,23418,3203,897,11239,13852,41329,33770,11444,2024,612,
3,289,289,314,314,289,330,314,330,1067,2896,3089,6421,915,2488,1819,4283,482,3349,3903,715,5272,2547,3015,1110,3861,1811,1263,1198,600,1190,1147,314,815,1634,7439,2411,3365,1718,1719,13159,11387,22523,2653,805,42753,11404,40154,13578,34907,28133,14986,30483,24979,23007,7594,13188,6740,344,595,1819,13282,3440,15360,42506,9839,41622,35230,6382,9078,19464,23352,18807,449,3591,6719,12066,4402,2167,45675,314,
4,289,289,314,314,289,314,314,314,330,685,348,9154,213,314,1102,7950,587,2232,2232,314,407,289,314,1263,330,3079,395,314,9915,929,6406,1806,386,330,841,929,2689,314,314,209,17084,2597,40990,8716,28231,314,49219,32925,17937,8273,31661,6550,3863,24799,14260,314,2589,2659,31808,245,23017,27357,2865,5055,2165,13246,1321,17720,2783,1582,9187,314,952,314,29858,18285,2595,12958,22136,12367,
5,209,209,213,245,289,209,245,314,289,819,314,314,314,209,289,1338,1712,314,3693,289,1245,99,314,314,819,314,314,314,587,1631,386,11665,6716,255,5689,209,4661,314,314,314,17996,28198,13683,330,39428,11841,2714,56122,289,314,32996,33400,6365,7924,23028,11251,13439,41207,21699,16911,17987,14526,9942,55072,14549,417,16239,2675,14059,30520,28797,53370,209,11749,2850,18183,42463,8351,6471,17228,
6,99,209,209,209,209,209,99,99,209,314,3470,209,209,209,209,8995,314,209,289,209,289,314,209,2847,209,11264,4174,314,209,314,289,209,314,314,209,289,11396,3833,209,213,10169,209,314,642,12013,314,314,14525,27070,12167,33192,26024,34721,19023,175,209,600,41772,21436,50122,209,39037,1799,18199,34906,314,9800,314,9153,29292,209,21120,23008,3343,869,38743,1206,12339,17992,6025,
7,99,175,209,209,209,209,99,99,3694,209,1604,209,99,209,209,5007,4632,175,1604,209,209,209,209,209,289,209,14287,209,99,209,314,209,209,1014,209,175,2684,209,209,314,209,18869,2281,50888,99,4311,41046,3629,10551,314,11845,34823,209,29114,16050,2497,14264,35698,915,209,47449,36543,43550,875,30672,3216,28148,36560,35716,6299,1559,10121,209,194,54028,31595,25219,15953,209,42527,
8,99,99,99,99,99,99,99,99,209,175,209,209,8725,5320,209,314,175,209,209,209,209,194,194,209,99,8629,209,175,175,13152,209,209,209,209,209,209,209,99,209,209,4521,26882,50045,1071,32606,35092,766,34327,3348,8246,1723,11565,48774,4658,32233,99,44472,9505,3051,40250,36524,27759,13400,1554,35161,19270,979,2349,28743,21260,47719,25830,14628,20010,3483,46069,22175,4435,10952,22777,
9,99,99,99,99,99,99,99,99,99,99,209,99,99,209,187,13472,19270,209,5320,7922,99,99,175,12170,99,194,99,7951,27794,175,209,99,99,99,99,14687,12170,209,194,175,22297,348,13665,44127,99,99,175,4719,47019,1668,20918,99,58076,43345,43225,39466,44150,175,24462,99,21419,32998,10492,209,11237,3913,38486,1345,40441,46093,42586,1694,48165,42133,45170,7446,6080,41073,99,22692,
10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,19580,99,99,99,99,187,99,99,99,99,175,99,99,99,99,99,99,99,99,99,99,99,99,99,18070,11178,99,43112,15088,99,57285,99,948,49349,42067,99,47834,58474,59990,99,31250,99,40507,30537,40761,46574,29085,12925,99,197,2678,99,35554,58586,99,99,99,41803,99,175,45786,36492,41708,29786,
11,99,99,99,99,99,99,99,99,197,99,710,99,99,99,16908,99,99,99,99,99,99,99,16908,99,99,99,99,4729,99,99,99,99,99,99,99,99,99,99,99,45786,48718,12951,31582,15591,50097,32932,8482,53764,25750,57417,12126,54614,11045,3452,47760,48572,46518,99,99,99,28839,50318,54998,5124,10024,99,25010,54335,99,13658,32946,36561,45234,99,99,12067,99,33002,29294,9363,
