1,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,2047,18226,35051,27426,1859,42093,41349,11738,33499,38245,5786,30457,28967,33307,21558,5129,31249,8108,39990,7817,36311,31921,31093,6359,24165,33462,689,48443,3026,21824,22556,14004,48332,46059,37299,44809,1911,28349,22834,11258,
2,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,4821,1878,3041,1023,1859,38065,36234,2333,13225,8136,2833,10417,6747,8407,19730,11043,25986,10339,2990,28811,2329,8244,15517,14342,34307,6332,8885,2007,400,2941,28610,8320,14148,3334,25999,25161,7012,13975,20437,29194,
3,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,8876,37636,5640,35401,15094,9698,24035,4538,32096,6686,32461,14067,20441,29087,921,33359,539,3394,36121,27324,30910,6314,20639,20795,7631,22199,24173,31653,13522,3850,2175,6760,20439,33988,11938,23796,595,1176,18933,22121,
4,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,9436,1865,4301,7592,6132,21727,18418,3798,10907,19892,18184,19566,10014,5055,16808,5252,278,8532,3910,9835,14890,22511,17301,3143,20805,44743,4678,22297,6330,4057,1703,23575,36466,21122,5702,26871,46107,1176,39550,5312,
5,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,12408,15993,2861,32388,728,2055,12167,7227,1243,12885,8473,20385,6770,8677,11720,19977,278,4119,25226,12114,7818,6447,6540,23368,15595,30779,13437,1442,6208,7860,10436,3655,581,21544,2959,4075,11724,1480,12158,24211,
6,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,8664,11286,9990,299,728,36508,844,5801,17178,43530,7170,1714,2405,41392,13878,12581,24469,10462,2116,5053,6891,3711,21100,12173,15595,15332,21239,11920,5633,21574,16315,4001,44238,2113,27790,16512,11724,5097,3254,39562,
7,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,28288,25491,33987,25535,3565,7460,20108,16594,2571,10025,23169,1714,591,776,4497,20010,18719,25196,26761,19900,2136,21493,16772,15280,7150,14476,22813,14120,2244,29811,19487,13301,24102,3348,15749,18492,14568,8830,8149,2218,
8,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,7578,13354,2855,32707,6866,28399,5734,26988,11108,1747,5050,6822,19444,12145,33416,4618,12594,31783,2540,11766,13374,1659,3201,3014,5598,24773,15966,16466,2247,406,27816,33996,13763,9204,16256,4981,26165,5975,1498,15435,
9,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,9657,30732,509,6313,4164,15173,7396,24652,12931,19891,6947,7311,4092,5738,17740,35613,7033,17217,35346,4503,506,22873,18500,15898,23137,10391,2934,9149,3249,21120,3595,27468,11638,21182,8589,17304,37260,2877,13446,29093,
10,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,6594,28896,38703,3925,26966,46039,28603,35618,4641,7069,739,16471,2189,7510,10750,16989,4851,17849,12450,4503,42825,4002,27203,10823,12495,13992,17676,34546,13677,465,11593,38415,16489,16074,8558,3969,20929,3852,12110,13781,
11,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,3700,13149,692,23243,27310,13658,1278,1445,10032,25943,945,9042,12730,4080,3861,16938,2641,16734,21639,11185,39534,11959,14759,1101,19745,31548,2677,2150,14314,7104,4848,20966,29062,4450,12779,29667,44636,36210,1978,31769,
12,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,3151,8736,30804,15222,3302,30179,15461,33565,1135,18888,11074,9855,2027,21664,5167,19453,46902,10888,11117,17085,1598,24608,10026,16205,3566,16043,7510,21413,46533,15435,9309,44146,26079,40225,2035,1150,16248,3239,5060,12794,
13,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,6446,34354,5326,24385,17383,678,2434,6572,28092,7721,19558,2008,2461,4269,24377,8600,13446,2182,8766,9196,1598,1641,38898,13799,29296,43536,4283,1939,2691,1558,10385,31890,31395,7756,42003,8118,10107,10519,36383,9597,
14,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,2702,1079,25071,8743,10472,6008,762,4142,3102,7469,20102,2341,4136,20882,6010,7989,15322,41353,11505,3986,820,15821,18231,25676,2779,23568,7829,23990,33009,6857,22947,7710,26115,6070,11150,1969,36614,3524,10386,16699,
15,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,24490,11988,6045,15797,38406,11177,1261,12688,21046,302,3879,18757,4972,2406,31405,850,24957,21956,40020,7356,5112,8710,23460,2618,10532,11874,1775,23537,11710,38778,44912,2052,26842,2849,1440,2041,16784,9921,12803,21427,
16,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,35517,7215,12224,12718,28828,3349,3293,99,39133,17557,1361,43575,20068,15423,4900,20352,2498,466,949,33907,28416,2313,5728,5589,19985,42883,3736,8326,4402,2301,2909,12514,13184,37835,6649,18837,13132,21228,26755,19610,
17,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,5779,20047,25355,2812,7729,26518,31338,99,21296,2056,447,6691,36204,26833,36048,26102,21682,22800,23580,42758,17573,9146,1484,20647,825,10760,9772,23082,17547,31549,7265,20706,39347,9926,11296,3860,13205,3187,9380,6783,
18,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,15599,1144,14133,15751,1842,698,6462,99,29279,8691,14080,867,21802,1536,8120,2327,20830,11828,11551,2366,7958,2625,34307,8805,193,22407,4073,32385,11646,7220,5176,3527,13609,8211,13294,24531,17969,8459,10525,12627,
19,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,6889,8442,1244,4860,4934,7826,18518,20618,15756,11890,28386,20214,22733,14357,440,14025,4089,39150,38702,42143,1256,4250,15816,18116,12013,16441,30131,21074,15576,30828,24646,14602,17243,942,1273,21761,31302,2175,2685,25922,
20,30641,20859,15972,20924,1325,41132,1740,28481,31567,17724,44690,37734,10715,1010,9163,14192,36789,19857,8750,3883,28706,6986,9966,9171,49106,936,35134,40142,19700,45509,26090,10919,33578,42112,33913,7516,19584,22143,18591,29381,13927,8440,167,35642,2879,2235,1052,35468,29900,12027,4899,2999,16828,22344,4202,1473,6842,2991,2986,11217,9388,11573,44572,21942,9233,18268,15761,7369,1017,27709,19761,14864,11271,16354,21556,5660,10164,1240,12171,2629,
