1,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,46274,36637,24688,22952,42955,27564,7152,31404,48695,44416,
2,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,9704,26563,20527,3096,42593,743,21454,27570,24276,20775,
3,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,15892,1970,9890,14917,2874,18127,1199,22704,2416,2303,
4,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,1184,27718,3847,43835,21075,19848,11511,1289,5142,12565,
5,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,2193,12877,7065,33216,5057,1049,17196,18194,10150,6059,
6,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,5041,16736,10518,12544,673,2928,3592,20189,2028,3241,
7,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,33927,3673,39738,19942,32358,7542,10019,35892,18132,1661,
8,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,12015,40537,24518,37189,883,39350,33718,6807,4377,5448,
9,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,6039,18856,15459,44997,15344,6587,19377,17661,19831,14064,
10,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,11854,7579,4756,937,8859,13372,41520,6659,10323,5654,
11,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,6376,13740,15152,16118,30099,16299,914,3478,27609,33148,
12,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,3204,30913,28567,38550,34496,11232,914,29547,3239,5129,
13,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,21932,25119,4496,30675,9306,3781,6505,19995,9618,29418,
14,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,19505,4058,8907,45740,4895,51936,4811,13474,15481,24131,
15,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,17300,13102,882,22116,10618,43653,41221,2887,1110,35078,
16,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,8052,14502,4731,3730,17495,12184,24591,6935,9170,12663,
17,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,1636,6862,7184,40717,13159,23859,2772,8632,8183,43528,
18,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,5987,18825,6152,899,26920,20422,25681,23156,12747,23311,
19,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,17507,5099,942,1989,3954,29097,28546,6790,1875,30968,
20,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,8278,5099,3340,1554,2685,12680,10418,18748,1875,25680,
21,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,11064,33233,35415,1918,13624,39311,855,359,3323,45993,
22,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,6379,1145,33080,3283,27799,14796,24258,24148,3240,11104,
23,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,36953,208,8308,26746,8276,17361,3882,10680,24471,42907,
24,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,3112,17730,4681,4581,36823,14810,1858,20326,41796,14419,
25,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,12635,26738,6478,6721,18246,32182,10948,4150,21112,39327,
26,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,10292,13206,2578,3598,7226,10782,3554,31637,25388,23048,
27,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,3190,19802,4433,12013,36605,29581,46227,11396,38988,54687,
28,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,17653,10875,13388,1968,4912,46158,9422,28630,1622,14648,
29,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,6764,12670,35362,1596,5401,38731,14239,8836,17321,54378,
30,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,2877,15371,15657,9684,18635,13902,19876,1193,12275,17237,
31,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,8883,2568,5302,2769,2933,10948,910,9548,2475,18017,
32,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,15177,27981,13042,22128,12082,17295,29600,5464,1538,26967,
33,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,21857,32943,4529,1864,2908,22798,1809,21708,9718,10946,
34,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,18687,35212,5242,7372,6372,24908,2750,3418,814,10111,
35,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,1098,48254,26640,16491,2316,12812,24519,18708,10643,10111,
36,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,16346,27734,18542,2003,1434,19307,3183,1864,3335,27178,
37,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,29072,18307,24306,12457,672,35492,13272,37049,7039,13469,
38,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,13827,27496,38954,17127,10759,24215,3824,39143,19223,41796,
39,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,24310,31007,854,16299,19399,42508,22105,29610,45994,11214,
40,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,52448,11583,19217,1205,8848,26394,13033,28793,617,31984,
41,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,34969,19993,7312,28463,14975,11513,20983,6123,11115,22004,
42,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,18247,30323,8280,1440,23835,17783,14030,2045,3410,17168,
43,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,42297,50992,14303,7260,4525,54027,1750,17329,688,38533,
44,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,39233,24157,20950,3138,39056,30382,6145,3356,18191,12001,
45,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,13601,12138,1976,695,5929,11081,32487,1725,17768,12808,
46,43521,43582,39614,48940,47297,29946,3719,18234,1138,46673,11702,31374,31501,3014,775,34796,3110,2475,1650,14807,
